TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,6.525511295310399,0.08793328364933407,-0.029675761454894478,0.011556453844512173
2014-01-10,24.309132451901124,0.1648689614861474,-0.10214063531287117,-0.028741185213500896
2014-01-13,26.398987689788953,0.09693119249689938,-0.03483798844237054,0.05952647668626733
2014-01-14,24.77364900264321,0.04876494099927019,0.010993081301735527,0.12494642698597147
2014-01-15,8.282314113391473,0.04436068007430095,0.004572608303711562,0.10982101250900486
2014-01-16,9.150797563035406,0.06289180920038516,-0.008448073943516717,0.07446555274358053
2014-01-17,28.02761896825193,0.022870021792355928,0.038107793662625795,0.15993925535505563
2014-01-20,26.856595276938744,0.08779535245379462,-0.023732982049572304,0.059922532041480306
2014-01-21,15.478975588644893,0.03532100355773798,0.02006089229953561,0.13323678335754066
2014-01-22,1.1155965386623492,0.08885040694333608,-0.016872640723649607,-0.07051897540755075
2014-01-23,14.398136209213876,0.04499456183146871,0.012924250464890236,0.11108473901073444
2014-01-24,29.756771437275233,0.0,0.06546410212660375,0.16134285292600203
2014-01-27,13.18116957366759,0.07234163856420488,-0.012656062077538568,0.07258205791758177
2014-01-28,16.080859006794164,0.08034958251368268,-0.014998120383232588,0.04610823411635256
2014-01-29,29.535704139381316,0.001731931020175356,0.06264830503131334,0.1823404045263741
2014-01-30,13.119092194190907,0.024181744366881912,0.03587571508725436,0.14221592069054448
2014-01-31,11.345205489084378,0.11369999469048309,-0.046456834417686416,-0.009579064529686088
2014-02-03,18.027426415781967,0.07225080781232679,-0.005393070337021938,0.06670605910906832
2014-02-04,17.176759162441634,0.09577903504226,-0.029636607390008674,0.03341202537018818
2014-02-05,14.26198053255191,0.09063255365214376,-0.028813252099759414,0.03685753973926324
2014-02-06,10.785484480436018,0.0748539115857366,-0.01232099762234709,0.04807464068324641
2014-02-07,1.6597877141603907,0.08593890540146557,-0.0278984116227912,-0.013813857111926835
2014-02-10,21.090017551301525,0.0,0.06370662178584922,0.161190581646382
2014-02-11,21.29941943215611,0.20581676826538092,-0.13803525359957408,-0.09750412812516494
2014-02-12,12.627494611839307,0.009065393101144487,0.05016154800889042,0.15040061232580007
2014-02-13,6.664519161184879,0.07267762705693648,-0.01452913877483316,0.05026557049272902
2014-02-14,1.6247295735076959,0.08480298005177331,-0.033621828510762584,0.0021961632571605785
2014-02-17,5.239807643248806,0.0791741913372515,-0.02170110188397742,0.035378589608316205
2014-02-18,17.471345921496813,0.0,0.06351708862633874,0.16072646285787517
2014-02-19,9.926958910585146,0.0,0.057125455404162036,0.17006891607750094
2014-02-20,26.562888076678647,0.16405751868223883,-0.09546644954476265,-0.021287413758063693
2014-02-21,17.177055317885596,0.15240114935753102,-0.08251874583200362,-0.04406613070805938
2014-02-24,22.486874134446182,0.05773382472906183,0.00935337577355104,0.09396332721484604
2014-02-25,28.27229508663632,0.03964633387999121,0.027973569179791186,0.12226837594570107
2014-02-26,1.8509808487794093,0.08921957712240072,-0.02903176536784008,-0.011698357761586665
2014-02-27,28.38441562640525,0.15500080349303189,-0.08260171494694174,-0.03547914865040728
2014-02-28,18.277342767611383,0.03803646814703971,0.02906526839768573,0.10941321508921076
2014-03-03,1.7759766249504887,0.09037512289577566,-0.025036268980135806,-0.008865060351925465
2014-03-04,4.470472084236443,0.08327064717193017,-0.02043501441329293,0.03412382475908247
2014-03-05,23.400091260607454,0.07970588647610555,-0.0036413818656955282,0.03466364951573617
2014-03-06,10.04917547648076,0.006921499388554082,0.05757539183829396,0.15799438455728806
