TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,4.52386945432978,0.08840256842880133,-0.030360850452423177,3.0529214342490377e-05
2014-01-10,4.528385949754168,0.0864714047545841,-0.032050800857097,0.012698524886902691
2014-01-13,4.188061037015769,0.8881477454495916,-0.4118623460843962,-2.241494398137316
2014-01-14,6.418323064424889,0.08131682933125454,-0.027015304566772362,0.0335912656608733
2014-01-15,10.96259151455634,0.0210153411252458,0.031631119957889885,0.14147590558931913
2014-01-16,10.962842741163689,0.05052741807763128,0.005106978472568068,0.095104188072737
2014-01-17,8.791672393237992,0.06414359634076408,-0.008644491988444202,0.06861163429747179
2014-01-20,12.614856085025894,0.0330995533165867,0.021420020785072363,0.12838181880111596
2014-01-21,12.627145804313749,0.34365307235951587,-0.21041990269989003,-0.23831223152748535
2014-01-22,5.115535398486332,0.09628739959627675,-0.04084040161629223,0.00010987030232008375
2014-01-23,3.6220717469614008,0.09054070344578662,-0.035838934137255585,0.0017422527151120311
2014-01-24,12.099163276683123,0.011592430510863635,0.044417203221083223,0.15375351932743578
2014-01-27,4.3710592890945765,0.09487920191540702,-0.03705839815347932,0.00026761423885196376
2014-01-28,6.110365832864259,0.07416713264748745,-0.019246552514351846,0.05222392940549458
2014-01-29,3.988095535976765,0.09206567822209426,-0.03264680827330111,0.0002739020582845417
2014-01-30,6.125615614270014,0.07973326041754723,-0.022221533612527374,0.04545716716711647
2014-01-31,3.571202649914885,0.09198350775682504,-0.03194307477870618,0.00039627832022008294
2014-02-03,3.4703212049396663,0.0913793869154898,-0.030414243168429996,0.00048071924049193957
2014-02-04,4.194338197873229,0.09222015166392213,-0.030298916092240294,-9.872488329600153e-05
2014-02-05,7.115267810236468,0.09819886080435992,-0.03690065810630767,-0.0004933238197532997
2014-02-06,2.765743143256417,0.08702740852321908,-0.02868129551930527,-0.00011664531059870059
2014-02-07,2.7859928828422165,0.08674805128150763,-0.02888451913728673,0.0002354480768649247
2014-02-10,2.2950419075701896,0.08569929235023856,-0.029990477547093032,0.0002808667528054566
2014-02-11,2.0983440501836124,0.08595638746572141,-0.03247082440820378,0.0014011304289045323
2014-02-12,2.1819989961338764,0.08598107327176374,-0.03242077282257165,0.0011441882195645263
2014-02-13,1.8600697673452045,0.08549103443563359,-0.03181207531863233,0.0006428790632582558
2014-02-14,5.085325284582357,0.07628161531396166,-0.01988595629310501,0.0424812576372708
2014-02-17,2.5552323062817397,0.0859359364793629,-0.031099745441051086,0.007575472631575507
2014-02-18,6.8677124580131785,0.06474174425571598,-0.007917787486106172,0.06885412736490157
2014-02-19,0.7346481035428833,0.08285829403066934,-0.08270603144373515,0.04501029184761136
2014-02-20,1.655267320506839,0.08754685430159019,-0.03413895365730578,-0.0005645672590085928
2014-02-21,1.6307179531138285,0.0866888586085063,-0.033558197545520786,0.0020344001896144006
2014-02-24,1.970643274481526,0.08552302694690132,-0.03360020024857074,0.011547814957496568
2014-02-25,1.2635770695970447,0.0844230070334259,-0.035863142424555065,0.00426764044466038
2014-02-26,5.951631257672999,0.0956280423613142,-0.029643890522086092,-5.029937296916458e-05
2014-02-27,5.980319621161854,0.2984422078358453,-0.12101959897429852,-0.29409108530801914
2014-02-28,1.5059773544480404,0.08677703983744438,-0.03358384406175027,0.00020092005226466866
2014-03-03,1.9922964272296027,0.0894844600682591,-0.025504346603069175,1.7714022355596104e-05
2014-03-04,2.2312443636718107,0.08886158552107817,-0.029710426197826014,0.012491509896014616
2014-03-05,6.333820852069572,0.0723198350504731,-0.0060248274418139,0.048959050963656284
2014-03-06,6.374211807574663,0.3227081262778983,-0.15081044538583852,-0.2503450869475118
2014-03-07,6.113209562103077,0.4197534726515704,-0.2753543267409125,-0.6990681889880411
2014-03-11,9.722560018589492,0.0013570500768401038,0.06648486508713752,0.16292127164060238
2014-03-12,1.0947710657883245,0.08858035589732102,-0.048269473059093224,0.04681599310240164
2014-03-13,1.1757848222033505,0.08679318894181805,-0.03847460380444891,0.04642465867262519
2014-03-14,15.767988712976125,0.1471231325545952,-0.06384513924676084,-0.042722606287000676
