TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,1.0033675750738515,0.08294225490077788,-0.016561853786794742,-0.0467050322473414
2014-01-10,0.9999750848004899,0.08253938013687344,-0.04033670913411465,-0.014002465766484484
2014-01-13,1.0001635010038903,0.08196370663893433,-0.03901817784151669,-0.011791225049712927
2014-01-14,1.002562778710144,0.08456893394304155,-0.016935410731901246,-0.05315678672077881
2014-01-15,1.0001709681516502,0.08226309046475114,-0.04161389901563874,-0.012834333428576936
2014-01-16,0.9996039900858105,0.0848692497278124,-0.017392229484615856,-0.05287922331025003
2014-01-17,1.0004191495254373,0.08444635524512062,-0.019887146139692793,-0.0467272573721325
2014-01-20,1.0039097316923786,0.08621866807608677,-0.013219521064436413,-0.06628877927809754
2014-01-21,0.9999908751584216,0.08367291270240722,-0.04125114667178525,-0.01428960713791776
2014-01-22,1.002434476918997,0.08758340228195359,-0.019343155492949682,-0.06617056895808333
2014-01-23,1.0016208114396412,0.08697814312915637,-0.01616484346712614,-0.06151889842385882
2014-01-24,0.999773260662593,0.08392710445033152,-0.025445819001221302,-0.031238745720128268
2014-01-27,1.0023421846506613,0.0886938106012585,-0.01776839330967328,-0.060666439914370505
2014-01-28,0.9994629588471318,0.08583750044252682,-0.026613253185630688,-0.03411585172455661
2014-01-29,1.0023605617386848,0.08712991693210702,-0.022379002748403237,-0.043480757349761735
2014-01-30,1.0014446366639909,0.08852581218182008,-0.02299460738660508,-0.04202763301727035
2014-01-31,1.0019840368882615,0.08807859823519472,-0.02164723832335122,-0.04287412469650323
2014-02-03,1.000520343065681,0.08803732122467976,-0.020915667586120804,-0.041351751882011685
2014-02-04,1.0010048818951853,0.08690810929263078,-0.024888256498802247,-0.03376127822513697
2014-02-05,1.001726535906487,0.08640685868585077,-0.014676574902363779,-0.05789425942567625
2014-02-06,1.0009794803688223,0.08500417615171765,-0.023103675515031667,-0.03257184807772824
2014-02-07,1.0003889178724625,0.08493703935550086,-0.02104441623758299,-0.03690366879229116
2014-02-10,1.0013137811516142,0.08458068256634961,-0.022710790614696177,-0.03267784382258194
2014-02-11,1.0004742950144432,0.08497441654504774,-0.0265416294507706,-0.02876083430599838
