TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,23.814331453800786,0.0,0.06043951239902854,0.16755160591201362
2014-01-10,22.703114100142994,0.10494513225712555,-0.04332220985528263,0.041596906921963536
2014-01-13,0.4634530892526931,0.08105522449238886,0.013580522738693604,-0.10799045948560042
2014-01-14,23.54560030913999,0.12418208573928063,-0.06352613414342742,0.02860657222323315
2014-01-15,2.0176045743024162,0.0816189451584957,-0.04107754144724598,0.018090636471405123
2014-01-16,28.2855253565463,0.11321654811618398,-0.04909930841718391,0.03130891613905722
2014-01-17,14.255784074352489,0.0,0.05614288659981324,0.16920110862380555
2014-01-20,25.645761201027803,0.0,0.0603686149992759,0.1803976832904859
2014-01-21,1.8072217912827626,0.0861170907113132,-0.032583363574805936,-0.0123415837180014
2014-01-22,28.111686392300783,0.20319684059234697,-0.1400353687411217,-0.05946833371476526
2014-01-23,27.478351247271583,0.10228181049759215,-0.03866998958041176,0.05416273322223064
2014-01-24,16.349824517857446,0.0,0.05996491651051688,0.16339418968701067
2014-01-27,19.048294732926585,0.11058090795665035,-0.04667549663102588,0.028244987495379615
2014-01-28,26.28253460818214,0.0,0.06487520962228514,0.1683390256807715
2014-01-29,21.01306797719977,0.1388725048734672,-0.07221946366164808,-0.013968816882334532
2014-01-30,25.741074986617512,0.0,0.06585153099071699,0.17700030310942963
2014-01-31,29.350005778294253,0.1847730110733726,-0.11583376281381386,-0.0486541738006371
2014-02-03,20.479631651565334,0.15010149354853836,-0.08026906001940905,-0.03617299364636125
2014-02-04,6.920370828680996,0.09389056175254112,-0.03030023406521791,0.008903340531683552
2014-02-05,24.1654665815622,0.09841137844169176,-0.03474189574011796,0.04950182699947913
2014-02-06,9.87738909897552,0.0985647420560729,-0.03255871281583267,0.00151256144958143
2014-02-07,8.465147295810999,0.07833221977196388,-0.017057201058622067,0.038131873474458795
2014-02-10,7.765064442798595,0.07672787749229791,-0.016614860613515213,0.04080379450152418
2014-02-11,1.6889426175607543,0.08587108855770244,-0.03226053758608687,-0.0057613166456244235
2014-02-12,28.24678021110311,0.17700202646773938,-0.11070540116248392,-0.03650627783083371
2014-02-13,11.604490411991298,0.0771650280042385,-0.013507742025613265,0.04668984968455582
2014-02-14,9.64255402130799,0.04749043721136061,0.011879128094008588,0.09537419125826418
2014-02-17,3.3873684415514136,0.08347363766919846,-0.02915554335704104,0.021719435353131016
2014-02-18,10.95806641898748,0.027997155432718617,0.030786252554841426,0.1287116627311653
2014-02-19,29.746911115203833,0.04914297225134332,0.020099342866385546,0.1004429622408695
2014-02-20,14.969975224310849,0.0,0.06266940603536675,0.1679785404898393
2014-02-21,20.128547026861245,0.16244351800256535,-0.09248778437480651,-0.04721439205823041
2014-02-24,21.511447744859236,0.0721442614910396,-0.00443814770878731,0.07148434882832258
2014-02-25,7.511507452302049,0.03858871063161155,0.01820332746886691,0.11224880676968377
2014-02-26,10.611563189264647,0.0982899629048321,-0.030975392359946785,0.010948640344554839
2014-02-27,3.1096073738103933,0.08452581579641708,-0.02890117956598387,0.02462792078834087
2014-02-28,7.693731297139403,0.07604672846855964,-0.013227138205792521,0.046431802291568944
2014-03-03,16.649438986431583,0.019992580320960778,0.049735452488447185,0.13429487065544754
2014-03-04,19.43481500446681,0.1286849136976602,-0.05574394546123723,-0.0027060074879353135
2014-03-05,20.86565564287126,0.045999714563130754,0.028302559976198884,0.08116885157199213
2014-03-06,0.10262385229768352,0.08560609113671107,0.0013584039069716725,-0.17856826633736683
2014-03-07,10.254848082705616,0.03281562634734398,0.03676471364100905,0.11101488132950277
2014-03-11,8.497269023860406,0.017457838418560124,0.04933236480414152,0.14284585631864793
2014-03-12,15.530000611665198,0.0,0.07831192250388792,0.14751078574612153
2014-03-13,1.0694198684717868,0.0869364250151527,-0.04367952298485187,0.05081556937604103
2014-03-14,22.45325853143586,0.04804222618539799,0.033076598087103705,0.09824632451666215
2014-03-17,20.907322503948375,0.16532597008590372,-0.08433054391343653,-0.05261669796225949
2014-03-18,8.805759559688207,0.05453198001009919,0.019544754350085,0.08999888227818226
2014-03-19,26.24985194064984,0.2114044960819557,-0.13158283544115199,-0.08560172014199131
2014-03-20,3.343376233406587,0.09831638018312107,-0.022984595756435994,-0.007912672082585854
2014-03-21,10.159791685008841,0.09716738666569465,-0.019743016751285605,0.027033248605078625
2014-03-24,25.613013694962245,0.31821773992654667,-0.2368403416347193,-0.2185140838045195
2014-03-25,20.98308355355427,0.1492847827013933,-0.0674600052756898,-0.04506161360292867
2014-03-26,5.033730992817993,0.07815571689228414,-0.009599132316196149,0.04649097802940539
2014-03-27,9.99028176667301,0.1070569796695698,-0.029522888338860007,-0.002278751731573559
2014-03-28,7.399959562697997,0.1089056917273723,-0.03229408138442155,-0.010869170477962048
2014-03-31,4.8486003881902775,0.08718600721980208,-0.01928227501460654,0.025550136033777326
