TRADEDATE,Value,tau,beta0,beta1,beta2
2014-01-09,4.0,13.135336029583131,0.1316980805216639,0.0547347244403594,0.15271618533132925
2014-01-10,4.0,29.9970028843865,0.11970001616961626,-0.04710273650955012,0.054253676614541585
2014-01-13,4.0,21.645942229585813,0.16747753968855053,0.016472759272634724,0.03935501189370025
2014-01-14,4.0,13.78047598991875,0.1010460524290542,0.0072908764494415135,0.026626974068782228
2014-01-15,4.0,26.993087246684052,0.012501154745113787,0.08488301472764465,-0.009438500468581107
2014-01-16,4.0,14.711468396607026,0.046117952930990275,-0.08292750174473527,0.11993691225476033
2014-01-17,4.0,1.0075659295708717,0.061692241422855655,-0.11571542702788593,0.17950034071227505
2014-01-20,4.0,18.40753813884301,0.10474301660229898,-0.053449835503034504,0.21138062857730666
2014-01-21,4.0,4.948290635261868,0.031263839376563365,-0.007838266973985875,-0.004148298256386296
2014-01-22,4.0,9.51450686456338,0.15687670651750316,0.11890569367330986,-0.07744500836310197
2014-01-23,4.0,6.658743470630419,0.10210750931828685,-0.05702941304542654,0.18694651237437737
2014-01-24,4.0,14.520112056929529,0.15464999077627295,0.04970378838501188,-0.07999686938137791
2014-01-27,4.0,29.594773396032743,0.08239585433615812,-0.056349979345255055,0.11240070993689905
2014-01-28,4.0,8.542259126928709,0.15376494684828013,-0.021564575786055334,-0.10000823920574475
2014-01-29,4.0,6.23441289786285,0.09825101150005636,0.02735269549537908,0.20928036782291393
2014-01-30,4.0,16.87859305780185,0.14263579106877597,-0.02117324442812292,-0.15694675949893672
2014-01-31,4.0,19.211190063865747,0.025087628420706935,-0.11973900614089697,-0.16360491223997412
2014-02-03,4.0,25.610687482348865,0.15860282787909974,0.07664870111422839,0.0007959415616129173
2014-02-04,4.0,13.93149004573693,0.02421971900714249,0.05172225757492813,0.19850771650913845
2014-02-05,4.0,4.2076921192938235,0.15493427980660793,0.11470126759268792,0.17773891212323928
2014-02-06,4.0,15.168150671724849,0.034667066997062415,0.07711963980221853,0.10298874065858099
2014-02-07,4.0,0.6512175611013493,0.0791550074726422,0.06848083228404708,-0.034979431370768976
2014-02-10,4.0,12.511486387814468,0.03763962584594949,0.024996005595905535,-0.03195025789459452
2014-02-11,4.0,5.016496699797273,0.06406633013180979,-0.040195594787244895,-0.010332903175260005
2014-02-12,4.0,26.55747317335987,0.14141218176395814,-0.018729128595612612,0.18004985182137884
2014-02-13,4.0,4.708172901820415,0.014502903633677962,0.04447530943337796,-0.0785955097168754
2014-02-14,4.0,14.716675948444,0.10532407052728132,0.10334153804088547,0.15145088812530244
2014-02-17,4.0,20.8293122490021,0.13128302365492975,-0.035141294677707144,0.005604926354103201
2014-02-18,4.0,13.997566997888132,0.0992495468663866,-0.08602647410857873,0.08989073304301765
2014-02-19,4.0,16.751258276442115,0.1424308662150844,-0.016232862153819957,0.04422351565517599
2014-02-20,4.0,24.14226815754259,0.11532568866886583,0.1180149729251044,0.06557011872331625
2014-02-21,4.0,6.135270889954832,0.05813809867749812,0.051292942303962474,0.06632021098661295
2014-02-24,4.0,2.837578703916824,0.0572229994022794,0.0713057790870632,-0.08813040179239486
2014-02-25,4.0,18.948501920663315,0.15672304739742948,0.1268167399380363,0.08062059396638621
2014-02-26,4.0,1.0089638645246768,0.0647887838637722,0.09048095456493097,0.14421603877305705
2014-02-27,4.0,11.367368095928331,0.16693506824464902,-0.111344907685959,-0.11812365859075152
2014-02-28,4.0,24.686613213124193,0.1240189620365659,-0.07256587347990238,-0.18281068413005344
2014-03-03,4.0,15.57188234070924,0.12003461730981488,-0.12016209885502852,-0.04908526677462274
2014-03-04,4.0,12.782664857890953,0.09157506856325942,-0.11060346816122807,-0.0027346545560424373
2014-03-05,4.0,11.231677035809199,0.026649424019011797,-0.03361563653390871,-0.17107081155979145
2014-03-06,4.0,3.4763975777675613,0.06320008759947882,0.036180116102996485,0.08395483846143581
2014-03-07,4.0,8.538005805338338,0.06770295647826241,0.039335523892223445,0.08128822370021377
2014-03-11,4.0,7.810439184986261,0.037749082446872514,-0.07462385534516949,-0.16294828175331255
2014-03-12,4.0,24.28854475193037,0.17575929328373593,0.02519803150986616,0.21830588289021796
2014-03-13,4.0,23.710408817417797,0.06089255306389037,0.00602313233694074,0.17414544973238028
2014-03-14,4.0,27.503721252258178,0.10574310534477688,0.11622976292167206,-0.10286949968398165
2014-03-17,4.0,16.25222177193252,0.057515042685353075,0.11974083492071477,-0.07466309001652734
2014-03-18,4.0,14.372987655189112,0.10381967542418294,-0.11858281374119657,0.004035846905426799
2014-03-19,4.0,19.88708371664163,0.11553564451992107,0.07203561851827081,-0.01740920445972577
2014-03-20,4.0,5.744097446728906,0.15678502705358954,-0.07399968657800203,0.06243299118569162
2014-03-21,4.0,21.042952558000188,0.04784757304357978,-0.11511686085507426,-0.11503783254587827
2014-03-24,4.0,13.351683893516675,0.09093956182410606,0.11009997921336434,0.0621749808250571
2014-03-25,4.0,3.857243991441266,0.1330414010104344,-0.10720595430548902,-0.07014009629726224
2014-03-26,4.0,20.91216085016831,0.018976234933696254,0.1097649413708485,0.05531135526880035
2014-03-27,4.0,19.460439617724653,0.04925472469768005,0.08625095419480877,-0.18600508358554318
2014-03-28,4.0,17.43133639281921,0.13386154328636377,-0.04085921619305127,-0.08069183890928347
2014-03-31,4.0,20.031930342169073,0.10459083444001066,0.10187627415954534,0.03320291270724124
2014-04-01,4.0,27.554162876463682,0.032525023060448924,-0.10175606283837862,-0.16719221416330837
2014-04-02,4.0,6.7888889581950576,0.14712029709198252,0.11968694767729407,0.07607130026448083
2014-04-03,4.0,21.295462272681796,0.023889762931110774,0.11803405450820778,0.04457233391351956
2014-04-04,4.0,22.97394442486109,0.10250772497980884,-0.03632699140037722,0.16958186732280578
2014-04-07,4.0,2.09308956124406,0.1299176055251281,-0.07561605148566274,-0.0481376871335118
2014-04-08,4.0,10.892715560005419,0.031241375990906532,-0.06330550028090957,-0.008514845448786168
2014-04-09,4.0,25.3146228479247,0.03388540795366243,0.062165407105005205,-0.18259230677749289
2014-04-10,4.0,20.428179242128937,0.12628677888197765,-0.08534458709192702,0.11301152529498976
2014-04-11,4.0,13.475653687672459,0.06876903820483113,-0.10817844632519538,-0.0709671824471389
2014-04-14,4.0,7.932317564217741,0.08046895012977767,-0.06368712327723966,0.1695976385380687
