TRADEDATE,Value,tau,beta0,beta1,beta2
2014-01-09,3.0,2.2929094370109993,0.16990429692433082,-0.032600500587945475,0.011157063158316133
2014-01-10,3.0,23.425963207486816,0.09760383019064575,-0.08844511792068288,0.010050147595474956
2014-01-13,3.0,7.743511818357099,0.0680657246421687,0.11454668963120601,-0.06297139415664027
2014-01-14,3.0,23.573166745701386,0.10366334959778428,-0.01738601477028602,0.07740580514295237
2014-01-15,3.0,7.363847044397102,0.12471372766362346,0.06771009623968893,-0.0349397968852162
2014-01-16,3.0,14.148512002719475,0.11468877017658383,0.10210697150168302,-0.07613666705793434
2014-01-17,3.0,27.770469524035054,0.12642074081470822,-0.12381351165468547,0.16277276955283854
2014-01-20,3.0,12.485795453905554,0.03598729972370642,-0.046640560436005674,0.15833818950252365
2014-01-21,3.0,20.865400924712777,0.05522673862147617,0.08606087916269206,-0.15750434852276168
2014-01-22,3.0,12.824907695662922,0.10131897679816251,0.06064583878350219,-0.07233646723881956
2014-01-23,3.0,18.62729401108272,0.02796644130082932,0.08768759601853804,0.1613477175340351
2014-01-24,3.0,2.548760521317981,0.05069392740621774,-0.02703717315891435,0.0912887413949307
2014-01-27,3.0,16.541323285661495,0.09623041130521812,0.040035983083869936,0.059150094524349994
2014-01-28,3.0,28.23424446189241,0.1509612465703751,-0.06413449829448666,0.050926252478143225
2014-01-29,3.0,25.500838020093163,0.15025796637690952,0.014257268075248436,0.11589768550692625
2014-01-30,3.0,15.912517670280991,0.16790768804799003,0.1136148469045157,0.03221994211643403
2014-01-31,3.0,28.06917081246766,0.1745272640979527,-0.11579098679585818,-0.12567091842990763
2014-02-03,3.0,3.99972703011911,0.1139507744924709,-0.04207251935922192,0.18193495290905143
2014-02-04,3.0,20.22769905230353,0.17451639975669692,-0.048163176156133566,0.17167363179723732
2014-02-05,3.0,19.166988952758583,0.05768528206850836,0.019731706022378392,-0.057675873910714937
2014-02-06,3.0,9.236885445218322,0.0732583103535128,0.06459291255999239,0.21483308591903472
2014-02-07,3.0,16.186917965151775,0.1689851724675388,0.059659688309921965,-0.08716481926473213
2014-02-10,3.0,14.818900651002698,0.08825596279114312,0.006146227065666587,-0.15621305500012794
2014-02-11,3.0,23.029926701566218,0.050245137630153945,-0.08299658333386326,0.17590531703249546
2014-02-12,3.0,21.066188083267708,0.14801230654113134,0.045914926897895336,-0.16252174237236486
2014-02-13,3.0,20.19486873569218,0.08968963457727527,0.0464702133624606,-0.04249753789787461
2014-02-14,3.0,1.778692870909534,0.101667558941613,-0.13381043517166363,0.20780693764518626
2014-02-17,3.0,4.137624037016102,0.09888581254742593,-0.07557484339139889,0.11424720392475957
2014-02-18,3.0,25.771720404624595,0.045100495192128005,-0.0993328267015222,0.14258746513242448
2014-02-19,3.0,24.777950242279353,0.10418373728427213,0.09887398725241991,0.14498199286733843
2014-02-20,3.0,27.306956632171413,0.015459519703647982,0.034031645647651265,-0.06212649282674451
2014-02-21,3.0,4.809337062660609,0.1550891698538828,-0.03852437599448073,-0.1337336752008096
2014-02-24,3.0,24.808571298932154,0.11560409051411424,-0.025777577757870568,0.15911269456940857
2014-02-25,3.0,4.854820721891317,0.13399990369623052,0.006522378729203221,0.11081146633449468
2014-02-26,3.0,27.258309577214014,0.16873666194246242,-0.06057975349604361,-0.0018039729643508362
2014-02-27,3.0,20.61568712634291,0.13400875132561652,0.015786700356571648,-0.0934508787511249
2014-02-28,3.0,26.92235444550012,0.07012447283755695,-0.02673541325077458,0.015096992985044383
2014-03-03,3.0,6.117535455837531,0.16003777732099222,-0.06251899879709022,0.10612086239183538
2014-03-04,3.0,8.134615899201403,0.025543806752989624,-0.022604446739433515,-0.04270091447743485
2014-03-05,3.0,19.766650196486992,0.02978297703112737,0.038514913529532985,-0.018340215885383288
2014-03-06,3.0,10.603231297755157,0.01670755028291302,-0.05561691481868246,0.032267054318673966
2014-03-07,3.0,17.338466738880463,0.1649381913160043,0.05701939121749866,0.07195448282131955
